hz1,X1,Y1,Z1,hz2,X2,Y2,Z2,hz3,X3,Y3,Z3,hz4,X4,Y4,Z4,hz5,X5,Y5,Z5,hz6,X6,Y6,Z6
57,0.103487002,0.097266156,0.234735641,23.5,0.045087135,0.046350099,0.098732645,60.3898,0.454073854,0.459264981,0.141160993,23.5,0.070398406,0.065870639,0.029733981,61,0.215362788,0.259432749,0.055337405,23.5,0.070398406,0.065870639,0.029733981
58,0.077212541,0.119995587,0.175721247,23.75,0.047073976,0.047332872,0.101598212,61,0.393256391,0.489216748,0.106830647,23.75,0.075243765,0.058716794,0.030376805,61.2779,0.200013822,0.266908154,0.042431135,23.75,0.075243765,0.058716794,0.030376805
59,0.069226262,0.146365117,0.131009595,24,0.049553934,0.048356214,0.104132378,62,0.300962418,0.545548986,0.072177098,24,0.084581333,0.077620061,0.023728725,62,0.166601969,0.288378504,0.018997587,24,0.084581333,0.077620061,0.023728725
60,0.093033701,0.178105489,0.103365494,24.25,0.051772362,0.049507111,0.10689728,63,0.260215196,0.612647348,0.070248088,24.25,0.066799915,0.043664849,0.034976109,63,0.148152021,0.324094851,0.017604335,24.25,0.066799915,0.043664849,0.034976109
61,0.166430996,0.216361116,0.106000349,24.5,0.053994497,0.050649048,0.109639745,64,0.312292844,0.692526147,0.109715257,24.5,0.09270201,0.081488645,0.019097592,64,0.201698944,0.369315285,0.056742065,24.5,0.09270201,0.081488645,0.019097592
62,0.281855977,0.254312455,0.17603552,24.75,0.056282764,0.051716777,0.113279291,65,0.440086955,0.784480544,0.177003487,24.75,0.077955135,0.068956852,0.035554931,65,0.321904649,0.426994728,0.124662143,24.75,0.077955135,0.068956852,0.035554931
62.191,0.301968707,0.259857684,0.201038136,25,0.05861331,0.052776166,0.117238328,65.6641,0.516921094,0.848935121,0.214677131,25,0.095203835,0.076958131,0.030709282,65.3393,0.354219266,0.449983081,0.142052232,25,0.095203835,0.076958131,0.030709282
62.6269,0.338661531,0.27031421,0.271849044,25.25,0.062112239,0.053824213,0.120267159,66,0.539747601,0.881273744,0.225666028,25.25,0.097219699,0.086064412,0.031883208,66,0.370896583,0.502364717,0.150782023,25.25,0.097219699,0.086064412,0.031883208
63,0.361878904,0.279865438,0.34304318,25.5,0.065229942,0.05499645,0.123769142,67,0.53737853,0.966693616,0.224517307,25.5,0.09133625,0.063990907,0.03830747,67,0.322410635,0.610698843,0.124721146,25.5,0.09133625,0.063990907,0.03830747
63.7389,0.402722575,0.315826011,0.474236963,25.75,0.068176863,0.056220474,0.127494149,68,0.480229435,1,0.197380276,25.75,0.110805243,0.096693669,0.02378134,68,0.267276197,0.760370683,0.095232863,25.75,0.110805243,0.096693669,0.02378134
64,0.414674335,0.335524585,0.503378171,26,0.071343805,0.057557337,0.132916354,68.7343,0.434165276,0.960176218,0.175518555,26,0.085509667,0.073064267,0.042096205,69,0.225531857,0.893533166,0.072924564,26,0.085509667,0.073064267,0.042096205
65,0.431618368,0.441106359,0.520765299,26.25,0.07485113,0.059134864,0.138034658,69,0.418629599,0.931229039,0.168127917,26.25,0.117648982,0.098807581,0.031802718,69.5981,0.205395665,0.875468382,0.062220146,26.25,0.117648982,0.098807581,0.031802718
66,0.430045181,0.59932443,0.48736085,26.5,0.079617241,0.060885077,0.143273816,70,0.368044846,0.781791368,0.143872695,26.5,0.110746934,0.098022658,0.041790607,70,0.193770346,0.800741615,0.056019609,26.5,0.110746934,0.098022658,0.041790607
66.9176,0.402186857,0.787739862,0.42966322,26.75,0.084094557,0.062813635,0.148823202,71,0.329716592,0.642331053,0.125064891,26.75,0.118493508,0.091892026,0.042401142,71,0.172027567,0.52562985,0.044062103,26.75,0.118493508,0.091892026,0.042401142
67,0.396565696,0.805089554,0.421547812,27,0.088459191,0.065206984,0.155549933,72,0.301359591,0.577388314,0.110608418,27,0.131669025,0.115073356,0.034987089,72,0.158051829,0.315467883,0.035720813,27,0.131669025,0.115073356,0.034987089
67.2975,0.371604327,0.865591045,0.38832901,27.25,0.093265343,0.067800161,0.165904635,73,0.280495002,0.595047806,0.099450615,27.25,0.111613586,0.078043436,0.04697241,73,0.148979997,0.217113439,0.029558038,27.25,0.111613586,0.078043436,0.04697241
68,0.300706081,0.977483214,0.305636721,27.5,0.098585361,0.070437215,0.172661326,74,0.264867517,0.655331591,0.090906653,27.5,0.145859179,0.124992574,0.029999484,74,0.143554399,0.214729231,0.024897604,27.5,0.145859179,0.124992574,0.029999484
68.5214,0.2633669,1,0.267434634,27.75,0.106288659,0.072871086,0.191517391,75,0.252122035,0.666662099,0.084667137,27.75,0.12883825,0.11301109,0.048216632,75,0.141173688,0.243391579,0.02140359,27.75,0.12883825,0.11301109,0.048216632
69,0.250572743,0.955108784,0.257233354,28,0.113957239,0.075757102,0.219073406,75.1107,0.250782821,0.660769892,0.084116792,28,0.153805824,0.127206629,0.043500214,75.2465,0.141049155,0.242420509,0.020695032,28,0.153805824,0.127206629,0.043500214
70,0.265821306,0.75372112,0.278541603,28.25,0.120902792,0.078856394,0.298253678,76,0.239695889,0.566769495,0.080771892,28.25,0.158527117,0.141830016,0.045062768,76,0.14202859,0.209541356,0.018847589,28.25,0.158527117,0.141830016,0.045062768
70.7983,0.262944731,0.599540189,0.275796686,28.5,0.129138139,0.081127016,0.330102448,77,0.224413685,0.436668197,0.079310775,28.5,0.153547951,0.121557153,0.052776996,77,0.147004298,0.14253052,0.017054035,28.5,0.153547951,0.121557153,0.052776996
71,0.254139346,0.565766121,0.266059523,28.75,0.137927796,0.083278986,0.333267371,77.4065,0.217031045,0.397959481,0.079307974,28.75,0.181848468,0.167758575,0.03771696,78,0.15677733,0.102961081,0.015956977,28.75,0.181848468,0.167758575,0.03771696
72,0.180999235,0.431030191,0.18512955,29,0.155158698,0.08522534,0.34615081,78,0.205702615,0.362995913,0.079688412,29,0.150057218,0.14195287,0.057702396,79,0.172283364,0.099478328,0.015579883,29,0.150057218,0.14195287,0.057702396
73,0.116716916,0.342548986,0.11263191,29.25,0.173395484,0.087989758,0.377921138,79,0.188719949,0.357203908,0.080748678,29.25,0.197992951,0.192498781,0.046666356,80,0.19373781,0.123366802,0.016202559,29.25,0.197992951,0.192498781,0.046666356
74,0.084635928,0.283190795,0.07269668,29.5,0.186946017,0.091390817,0.407953904,80,0.178593019,0.398499029,0.081920613,29.5,0.194088616,0.197203044,0.058742909,81,0.214698612,0.167620064,0.018947631,29.5,0.194088616,0.197203044,0.058742909
75,0.08123334,0.241415851,0.06310989,29.75,0.202094146,0.09370927,0.400061241,81,0.176144115,0.463744943,0.083341505,29.75,0.214217397,0.213564516,0.061653978,82,0.210719168,0.230915807,0.025690208,29.75,0.214217397,0.213564516,0.061653978
76,0.101052007,0.211102824,0.08524904,30,0.219833105,0.095816011,0.394453738,82,0.180026038,0.533016056,0.085272517,30,0.235600586,0.238880602,0.0573793,82.1102,0.20766194,0.239111231,0.026649856,30,0.235600586,0.238880602,0.0573793
77,0.129379085,0.188715048,0.132086345,30.25,0.257569454,0.097991224,0.401956092,83,0.188965439,0.587870961,0.087834125,30.25,0.21190842,0.197113105,0.074147257,83,0.172627793,0.315179408,0.034477559,30.25,0.21190842,0.197113105,0.074147257
77.524,0.135312748,0.179350886,0.153134689,30.5,0.269757446,0.101187272,0.374148679,83.7431,0.198397814,0.611122911,0.090113956,30.5,0.264840419,0.251457331,0.05498078,84,0.147648279,0.421244716,0.042353514,30.5,0.264840419,0.251457331,0.05498078
78,0.13048643,0.17211206,0.161996661,30.75,0.260687223,0.105636203,0.326551496,84,0.202152003,0.615302267,0.090956684,30.75,0.241638424,0.219684637,0.076581787,85,0.159383546,0.516882035,0.050601055,30.75,0.241638424,0.219684637,0.076581787
79,0.100731741,0.161083217,0.153381334,31,0.252507094,0.108672669,0.31900357,85,0.218717536,0.616064485,0.094288776,31,0.289910027,0.243169281,0.070953975,85.4317,0.174281501,0.534093089,0.054649695,31,0.289910027,0.243169281,0.070953975
80,0.070449097,0.155966392,0.135703801,31.25,0.251561157,0.111564879,0.315438501,86,0.2366143,0.604614078,0.097011284,31.25,0.304354336,0.248825931,0.073323918,86,0.201378075,0.525672732,0.060564135,31.25,0.304354336,0.248825931,0.073323918
81,0.048571505,0.156800067,0.123390129,31.5,0.274197092,0.114295914,0.295927806,87,0.251076211,0.598507764,0.097767759,31.5,0.317306386,0.216811431,0.083611608,87,0.265520395,0.464668027,0.07146785,31.5,0.317306386,0.216811431,0.083611608
82,0.032405428,0.161826584,0.114631589,31.75,0.278818955,0.119052112,0.288825008,88,0.254193725,0.610060943,0.095376859,31.75,0.370702725,0.256710781,0.068020552,88,0.330136165,0.410614016,0.07541317,31.75,0.370702725,0.256710781,0.068020552
83,0.018296722,0.16196338,0.100747877,32,0.270773006,0.126330543,0.289220699,88.6272,0.247324018,0.629416158,0.092578903,32,0.336731217,0.210192147,0.095355417,88.6299,0.346747289,0.391262788,0.068260721,32,0.336731217,0.210192147,0.095355417
83.1273,0.016645409,0.160868348,0.098412709,32.25,0.261770297,0.129946835,0.285817907,89,0.240111025,0.645782447,0.09083841,32.25,0.430793551,0.249630787,0.083981142,89,0.342047573,0.386916169,0.060552334,32.25,0.430793551,0.249630787,0.083981142
83.4178,0.013134125,0.157136829,0.092998459,32.5,0.253858704,0.133088181,0.28242568,90,0.214657983,0.707402256,0.087546744,32.5,0.405079493,0.239872125,0.10169111,90,0.29009714,0.410571134,0.03848162,32.5,0.405079493,0.239872125,0.10169111
84,0.007542565,0.144558302,0.083681653,32.75,0.258667997,0.135931135,0.287377614,91,0.191937255,0.790398443,0.086611157,32.75,0.449330508,0.230708174,0.107133464,91,0.225881895,0.488946723,0.031394073,32.75,0.449330508,0.230708174,0.107133464
84.0703,0.007009079,0.142623367,0.082814418,33,0.257719415,0.141828075,0.288471395,92,0.178283663,0.882232941,0.085217482,33,0.448601355,0.257623545,0.103228494,92,0.17638622,0.618643605,0.041528393,33,0.448601355,0.257623545,0.103228494
85,0.00230291,0.112519872,0.076831294,33.25,0.245952612,0.153014948,0.285270893,92.4745,0.173866853,0.922878891,0.083527622,33.25,0.405952504,0.202259079,0.127892971,93,0.145295617,0.792391428,0.062429934,33.25,0.405952504,0.202259079,0.127892971
86,0.00032279,0.082597436,0.077662726,33.5,0.235680046,0.158042502,0.284251668,93,0.169282391,0.960869923,0.080667827,33.5,0.443340587,0.2645254,0.106196042,94,0.133360648,0.958479065,0.085329573,33.5,0.443340587,0.2645254,0.106196042
87,0,0.061732874,0.082505449,33.75,0.226776362,0.16094849,0.286916662,94,0.158756292,0.998578334,0.072599163,33.75,0.372981675,0.24123781,0.149276302,94.4059,0.133426841,0.995680669,0.091674339,33.75,0.372981675,0.24123781,0.149276302
88,0.000793581,0.045560959,0.090497534,34,0.22671107,0.162749,0.296854682,94.1806,0.156417158,0.999289167,0.070844262,34,0.406264434,0.260608414,0.147705564,94.9229,0.135462002,1,0.094713638,34,0.406264434,0.260608414,0.147705564
88.1375,0.00098118,0.043459867,0.091838168,34.25,0.225732962,0.169393194,0.297808689,95,0.143855295,0.977587347,0.062079961,34.25,0.380575442,0.275446806,0.167599469,95,0.135787358,0.996339484,0.094640213,34.25,0.380575442,0.275446806,0.167599469
89,0.002596099,0.03110822,0.101681414,34.5,0.217897474,0.182416488,0.297571847,96,0.124693163,0.904500002,0.050155678,34.5,0.350042269,0.244747317,0.177974731,96,0.135676288,0.875043466,0.0856849,34.5,0.350042269,0.244747317,0.177974731
90,0.005450837,0.018819967,0.11669757,34.75,0.20988595,0.182348033,0.298682327,96.9883,0.103333604,0.803972786,0.037512143,34.75,0.366240929,0.299794965,0.151105508,97,0.123528155,0.709220914,0.078329219,34.75,0.366240929,0.299794965,0.151105508
90.8857,0.008884966,0.008956667,0.134120501,35,0.201863383,0.178207898,0.319298716,97,0.10307614,0.802705277,0.037358846,35,0.291745665,0.257764102,0.179928067,98,0.097896807,0.57333351,0.078480004,35,0.291745665,0.257764102,0.179928067
91,0.009390308,0.007828715,0.136710271,35.25,0.199868488,0.178089714,0.329603539,98,0.081737138,0.694024891,0.024131345,35.25,0.339509608,0.313305788,0.160910274,98.1402,0.093450644,0.55722568,0.078225637,35.25,0.339509608,0.313305788,0.160910274
92,0.014348517,0.001139296,0.163435422,35.5,0.198066529,0.180746425,0.324324668,99,0.06340947,0.590757114,0.011284682,35.5,0.306748642,0.313546845,0.185824634,99,0.066617721,0.469318715,0.07171304,35.5,0.306748642,0.313546845,0.185824634
93,0.019548576,0,0.198935025,35.75,0.190786542,0.187957532,0.319731101,100,0.04982194,0.497745032,0,35.75,0.305125513,0.317664653,0.199724446,100,0.047108682,0.380156494,0.056909895,35.75,0.305125513,0.317664653,0.199724446
94,0.02223202,0.001948059,0.243781934,36,0.183542223,0.187919082,0.317103642,,,,,36,0.310393164,0.361502258,0.205319109,,,,,36,0.310393164,0.361502258,0.205319109
94.6982,0.020970267,0.004719116,0.278385129,36.25,0.176881202,0.185971876,0.3134909,,,,,36.25,0.260818759,0.306146465,0.257752615,,,,,36.25,0.260818759,0.306146465,0.257752615
95,0.019874859,0.006340423,0.293207682,36.5,0.173938536,0.184321959,0.305125653,,,,,36.5,0.30811506,0.404529102,0.248922277,,,,,36.5,0.30811506,0.404529102,0.248922277
96,0.017037493,0.014040127,0.33289892,36.75,0.171147667,0.185499553,0.2952589,,,,,36.75,0.269457386,0.375060628,0.354446625,,,,,36.75,0.269457386,0.375060628,0.354446625
96.8154,0.015322321,0.023401621,0.336211386,37,0.165655751,0.192083534,0.286565073,,,,,37,0.297356119,0.419531262,0.363502294,,,,,37,0.297356119,0.419531262,0.363502294
97,0.014664804,0.02588663,0.331706804,37.25,0.160455017,0.192613197,0.28202698,,,,,37.25,0.28961533,0.420791614,0.448616645,,,,,37.25,0.28961533,0.420791614,0.448616645
98,0.009738816,0.039986814,0.28415476,37.5,0.155917414,0.191653548,0.276865986,,,,,37.5,0.263663486,0.383429627,0.488578423,,,,,37.5,0.263663486,0.383429627,0.488578423
98.6756,0.00754208,0.046887988,0.249047666,37.75,0.15351492,0.191476663,0.26831604,,,,,37.75,0.299156834,0.437448188,0.510794335,,,,,37.75,0.299156834,0.437448188,0.510794335
99,0.007449688,0.048421434,0.23605108,38,0.152451021,0.192252802,0.260537882,,,,,38,0.24726193,0.347672596,0.552639915,,,,,38,0.24726193,0.347672596,0.552639915
100,0.011425746,0.045407481,0.217902801,38.25,0.149591723,0.197585566,0.254515976,,,,,38.25,0.312544718,0.412170551,0.447347571,,,,,38.25,0.312544718,0.412170551,0.447347571
,,,,38.5,0.146945286,0.201700364,0.251111797,,,,,38.5,0.29609676,0.384106328,0.484984274,,,,,38.5,0.29609676,0.384106328,0.484984274
,,,,38.75,0.144803675,0.203899783,0.246352646,,,,,38.75,0.302535499,0.359947385,0.408900504,,,,,38.75,0.302535499,0.359947385,0.408900504
,,,,39,0.143366334,0.206200115,0.240918632,,,,,39,0.304920751,0.364670508,0.327499362,,,,,39,0.304920751,0.364670508,0.327499362
,,,,39.25,0.142558184,0.208643844,0.236523664,,,,,39.25,0.261680197,0.281017638,0.289857609,,,,,39.25,0.261680197,0.281017638,0.289857609
,,,,39.5,0.14010591,0.216005111,0.233994916,,,,,39.5,0.297797865,0.32848298,0.204091257,,,,,39.5,0.297797865,0.32848298,0.204091257
,,,,39.75,0.137652759,0.221297593,0.232876927,,,,,39.75,0.251535917,0.27926943,0.212605489,,,,,39.75,0.251535917,0.27926943,0.212605489
,,,,40,0.135814876,0.223620227,0.230068026,,,,,40,0.276176923,0.284041264,0.187681473,,,,,40,0.276176923,0.284041264,0.187681473
,,,,40.25,0.134811474,0.225185541,0.227457298,,,,,40.25,0.261323352,0.274929992,0.185185891,,,,,40.25,0.261323352,0.274929992,0.185185891
,,,,40.5,0.134438615,0.227837446,0.22575251,,,,,40.5,0.2360625,0.222188789,0.211643786,,,,,40.5,0.2360625,0.222188789,0.211643786
,,,,40.75,0.133440915,0.239522428,0.227613537,,,,,40.75,0.25041059,0.251943781,0.204937502,,,,,40.75,0.25041059,0.251943781,0.204937502
,,,,41,0.132526602,0.244935928,0.226668916,,,,,41,0.192105813,0.193934561,0.27503834,,,,,41,0.192105813,0.193934561,0.27503834
,,,,41.25,0.131881088,0.242576177,0.223579781,,,,,41.25,0.227170425,0.218992793,0.268433078,,,,,41.25,0.227170425,0.218992793,0.268433078
,,,,41.5,0.132182161,0.23840833,0.22087559,,,,,41.5,0.20268545,0.202950585,0.369022152,,,,,41.5,0.20268545,0.202950585,0.369022152
,,,,41.75,0.133449673,0.234109266,0.220758442,,,,,41.75,0.197572054,0.18312524,0.380098603,,,,,41.75,0.197572054,0.18312524,0.380098603
,,,,42,0.133980093,0.240231153,0.221748415,,,,,42,0.200201332,0.200651158,0.404864354,,,,,42,0.200201332,0.200651158,0.404864354
,,,,42.25,0.135050611,0.235921269,0.220887919,,,,,42.25,0.160395414,0.146906058,0.440655136,,,,,42.25,0.160395414,0.146906058,0.440655136
,,,,42.5,0.136783307,0.222364036,0.21981832,,,,,42.5,0.189131211,0.192848817,0.381135645,,,,,42.5,0.189131211,0.192848817,0.381135645
,,,,42.75,0.139059848,0.210569587,0.21969686,,,,,42.75,0.159009837,0.170405126,0.447339754,,,,,42.75,0.159009837,0.170405126,0.447339754
,,,,43,0.142819945,0.201131174,0.222299142,,,,,43,0.173300271,0.180147506,0.405576691,,,,,43,0.173300271,0.180147506,0.405576691
,,,,43.25,0.146114095,0.196666626,0.222636463,,,,,43.25,0.169005166,0.189931668,0.410473036,,,,,43.25,0.169005166,0.189931668,0.410473036
,,,,43.5,0.149228576,0.188551274,0.223112337,,,,,43.5,0.15149132,0.155126151,0.410342871,,,,,43.5,0.15149132,0.155126151,0.410342871
,,,,43.75,0.152444041,0.179175339,0.223731009,,,,,43.75,0.172395328,0.196632855,0.354205593,,,,,43.75,0.172395328,0.196632855,0.354205593
,,,,44,0.1566857,0.17183856,0.22659587,,,,,44,0.136400991,0.162498603,0.396169334,,,,,44,0.136400991,0.162498603,0.396169334
,,,,44.25,0.164356296,0.16639406,0.231308432,,,,,44.25,0.169590613,0.196521445,0.342204222,,,,,44.25,0.169590613,0.196521445,0.342204222
,,,,44.5,0.17059977,0.161546445,0.232177956,,,,,44.5,0.158798052,0.195966592,0.365703419,,,,,44.5,0.158798052,0.195966592,0.365703419
,,,,44.75,0.176061913,0.159335357,0.232890812,,,,,44.75,0.159676102,0.190387006,0.349927841,,,,,44.75,0.159676102,0.190387006,0.349927841
,,,,45,0.181551185,0.158222416,0.234858569,,,,,45,0.173819521,0.223538537,0.31847301,,,,,45,0.173819521,0.223538537,0.31847301
,,,,45.25,0.189140574,0.153220583,0.24438594,,,,,45.25,0.146688974,0.176707053,0.341344798,,,,,45.25,0.146688974,0.176707053,0.341344798
,,,,45.5,0.206199893,0.149975389,0.247631317,,,,,45.5,0.186917721,0.242675367,0.277487113,,,,,45.5,0.186917721,0.242675367,0.277487113
,,,,45.75,0.217344924,0.147531812,0.245524846,,,,,45.75,0.169023109,0.227825593,0.324220735,,,,,45.75,0.169023109,0.227825593,0.324220735
,,,,46,0.222191386,0.1458762,0.240446447,,,,,46,0.196018083,0.249989647,0.300252784,,,,,46,0.196018083,0.249989647,0.300252784
,,,,46.25,0.221490632,0.143430978,0.241234897,,,,,46.25,0.204904572,0.27089603,0.296838426,,,,,46.25,0.204904572,0.27089603,0.296838426
,,,,46.5,0.223154135,0.141289016,0.239379846,,,,,46.5,0.199034065,0.243650056,0.306098222,,,,,46.5,0.199034065,0.243650056,0.306098222
,,,,46.75,0.236894882,0.139209059,0.223532496,,,,,46.75,0.236858757,0.30462296,0.257722338,,,,,46.75,0.236858757,0.30462296,0.257722338
,,,,47,0.224868512,0.137714933,0.206282459,,,,,47,0.205128499,0.270091777,0.301729714,,,,,47,0.205128499,0.270091777,0.301729714
,,,,47.25,0.200315552,0.134920172,0.192055757,,,,,47.25,0.265476547,0.339126799,0.26677401,,,,,47.25,0.265476547,0.339126799,0.26677401
,,,,47.5,0.175894905,0.131442485,0.178656027,,,,,47.5,0.266076232,0.344047651,0.288735548,,,,,47.5,0.266076232,0.344047651,0.288735548
,,,,47.75,0.15566521,0.128651969,0.167759342,,,,,47.75,0.291564132,0.343187654,0.287201504,,,,,47.75,0.291564132,0.343187654,0.287201504
,,,,48,0.13957395,0.126136593,0.16054429,,,,,48,0.330168251,0.405633755,0.267970114,,,,,48,0.330168251,0.405633755,0.267970114
,,,,48.25,0.121650271,0.123099172,0.156768388,,,,,48.25,0.308816614,0.337782062,0.297410962,,,,,48.25,0.308816614,0.337782062,0.297410962
,,,,48.5,0.105181557,0.122286376,0.152541092,,,,,48.5,0.404506882,0.427544493,0.253649796,,,,,48.5,0.404506882,0.427544493,0.253649796
,,,,48.75,0.093128778,0.121855993,0.149293656,,,,,48.75,0.37380066,0.428757192,0.308425683,,,,,48.75,0.37380066,0.428757192,0.308425683
,,,,49,0.083379472,0.121912493,0.150565045,,,,,49,0.441405264,0.440559385,0.29026557,,,,,49,0.441405264,0.440559385,0.29026557
,,,,49.25,0.073844771,0.122805189,0.152774209,,,,,49.25,0.507521291,0.419826932,0.297616324,,,,,49.25,0.507521291,0.419826932,0.297616324
,,,,49.5,0.067408901,0.123043086,0.155026737,,,,,49.5,0.562045866,0.35310505,0.345838146,,,,,49.5,0.562045866,0.35310505,0.345838146
,,,,49.75,0.064960598,0.124140547,0.156876474,,,,,49.75,0.530900475,0.627215956,0.286724531,,,,,49.75,0.530900475,0.627215956,0.286724531
,,,,50,0.063902872,0.12815503,0.160126877,,,,,50,0.563886542,0.603306211,0.291403784,,,,,50,0.563886542,0.603306211,0.291403784
,,,,50.25,0.063430185,0.133488876,0.16371326,,,,,50.25,0.738053857,0.561072829,0.342447502,,,,,50.25,0.738053857,0.561072829,0.342447502
,,,,50.5,0.061304785,0.139072187,0.16728131,,,,,50.5,0.767666297,0.566927331,0.449476121,,,,,50.5,0.767666297,0.566927331,0.449476121
,,,,50.75,0.061345054,0.143032125,0.171529595,,,,,50.75,0.837369587,0.628962226,0.439803939,,,,,50.75,0.837369587,0.628962226,0.439803939
,,,,51,0.063435341,0.145324077,0.175491333,,,,,51,0.884543006,0.662088309,0.403221583,,,,,51,0.884543006,0.662088309,0.403221583
,,,,51.25,0.065828049,0.1518522,0.179364326,,,,,51.25,0.819109272,0.532025287,0.437425952,,,,,51.25,0.819109272,0.532025287,0.437425952
,,,,51.5,0.068387965,0.155978489,0.183800373,,,,,51.5,0.896560915,0.674925729,0.3746827,,,,,51.5,0.896560915,0.674925729,0.3746827
,,,,51.75,0.070012411,0.160002819,0.187576086,,,,,51.75,0.774049993,0.72125621,0.480800865,,,,,51.75,0.774049993,0.72125621,0.480800865
,,,,52,0.072519239,0.164169455,0.192943995,,,,,52,0.880557132,0.723892932,0.465151421,,,,,52,0.880557132,0.723892932,0.465151421
,,,,52.25,0.076159295,0.170214428,0.1984368,,,,,52.25,0.825099083,0.762673307,0.490206639,,,,,52.25,0.825099083,0.762673307,0.490206639
,,,,52.5,0.079978888,0.177912937,0.203325858,,,,,52.5,0.777908576,0.702020388,0.525732582,,,,,52.5,0.777908576,0.702020388,0.525732582
,,,,52.75,0.083870457,0.184438118,0.208591794,,,,,52.75,0.789870179,0.841618916,0.483944512,,,,,52.75,0.789870179,0.841618916,0.483944512
,,,,53,0.087499351,0.19000623,0.214302448,,,,,53,0.630032973,0.769984134,0.574214867,,,,,53,0.630032973,0.769984134,0.574214867
,,,,53.25,0.091763491,0.199642996,0.222803305,,,,,53.25,0.702439332,0.937823067,0.53042685,,,,,53.25,0.702439332,0.937823067,0.53042685
,,,,53.5,0.0964462,0.210801332,0.229238498,,,,,53.5,0.611974658,0.900236746,0.608536226,,,,,53.5,0.611974658,0.900236746,0.608536226
,,,,53.75,0.101378358,0.220736884,0.236151317,,,,,53.75,0.5812011,0.909942448,0.624701909,,,,,53.75,0.5812011,0.909942448,0.624701909
,,,,54,0.106253676,0.231463453,0.242897083,,,,,54,0.553753821,0.959373002,0.629333341,,,,,54,0.553753821,0.959373002,0.629333341
,,,,54.25,0.111659981,0.242309743,0.254884677,,,,,54.25,0.443070268,0.84231667,0.70633396,,,,,54.25,0.443070268,0.84231667,0.70633396
,,,,54.5,0.117586412,0.254023633,0.268048048,,,,,54.5,0.470773252,1,0.622670135,,,,,54.5,0.470773252,1,0.622670135
,,,,54.75,0.123087608,0.268325809,0.277174901,,,,,54.75,0.388186395,0.924927954,0.765250812,,,,,54.75,0.388186395,0.924927954,0.765250812
,,,,55,0.128844296,0.280822004,0.285455061,,,,,55,0.382642965,0.975899599,0.724315796,,,,,55,0.382642965,0.975899599,0.724315796
,,,,55.25,0.134700971,0.295141085,0.297149378,,,,,55.25,0.352783534,0.99205901,0.77675913,,,,,55.25,0.352783534,0.99205901,0.77675913
,,,,55.5,0.141967183,0.309094456,0.322744066,,,,,55.5,0.295378817,0.895448972,0.780592024,,,,,55.5,0.295378817,0.895448972,0.780592024
,,,,55.75,0.150275725,0.324003957,0.332223244,,,,,55.75,0.313234579,0.993410199,0.702257921,,,,,55.75,0.313234579,0.993410199,0.702257921
,,,,56,0.156981707,0.346112904,0.331242858,,,,,56,0.255702276,0.863740408,0.75245321,,,,,56,0.255702276,0.863740408,0.75245321
,,,,56.25,0.163889209,0.365883335,0.325289483,,,,,56.25,0.286259462,0.97467682,0.627610112,,,,,56.25,0.286259462,0.97467682,0.627610112
,,,,56.5,0.170819212,0.382764892,0.332383928,,,,,56.5,0.280445165,0.936242857,0.647902545,,,,,56.5,0.280445165,0.936242857,0.647902545
,,,,56.75,0.180434642,0.399159558,0.326650043,,,,,56.75,0.284079279,0.899898178,0.583273062,,,,,56.75,0.284079279,0.899898178,0.583273062
,,,,57,0.192173023,0.418007294,0.304223718,,,,,57,0.32902457,0.95308803,0.503931839,,,,,57,0.32902457,0.95308803,0.503931839
,,,,57.25,0.201718912,0.449446088,0.285309851,,,,,57.25,0.303246343,0.794455358,0.494957215,,,,,57.25,0.303246343,0.794455358,0.494957215
,,,,57.5,0.212632141,0.470255346,0.271542788,,,,,57.5,0.404102526,0.949659554,0.379820549,,,,,57.5,0.404102526,0.949659554,0.379820549
,,,,57.75,0.224397405,0.483659993,0.260428544,,,,,57.75,0.404751349,0.872712344,0.391929386,,,,,57.75,0.404751349,0.872712344,0.391929386
,,,,58,0.239678904,0.49786695,0.254048731,,,,,58,0.500286129,0.90059931,0.338639536,,,,,58,0.500286129,0.90059931,0.338639536
,,,,58.25,0.259349344,0.51472164,0.252406275,,,,,58.25,0.553984068,0.908153929,0.296499448,,,,,58.25,0.553984068,0.908153929,0.296499448
,,,,58.5,0.27408295,0.549559644,0.254535856,,,,,58.5,0.600815372,0.807397529,0.293709062,,,,,58.5,0.600815372,0.807397529,0.293709062
,,,,58.75,0.28831003,0.578783278,0.255246753,,,,,58.75,0.7131529,0.897328187,0.225270059,,,,,58.75,0.7131529,0.897328187,0.225270059
,,,,59,0.302548146,0.597597499,0.261370161,,,,,59,0.664097513,0.772140545,0.267616603,,,,,59,0.664097513,0.772140545,0.267616603
,,,,59.25,0.321225146,0.616225922,0.27222977,,,,,59.25,0.836208095,0.852419012,0.24593993,,,,,59.25,0.836208095,0.852419012,0.24593993
,,,,59.5,0.346532262,0.637453733,0.28422713,,,,,59.5,0.81063948,0.820215749,0.263515411,,,,,59.5,0.81063948,0.820215749,0.263515411
,,,,59.75,0.367087336,0.683909847,0.293800466,,,,,59.75,0.886857855,0.784475076,0.285223732,,,,,59.75,0.886857855,0.784475076,0.285223732
,,,,60,0.38783177,0.722590218,0.310231535,,,,,60,0.913533517,0.837264531,0.277029268,,,,,60,0.913533517,0.837264531,0.277029268
